word	approx_count	status
BARCA	2810	needs_human_review
QAYBIYO	2807	needs_human_review
QORAAN	2806	needs_human_review
GOBOLKAN	2803	needs_human_review
QIYAASI	2803	needs_human_review
BOORAME	2802	needs_human_review
DHALEEN	2799	needs_human_review
MURUGADA	2796	needs_human_review
HELEYSAA	2794	needs_human_review
HORYAALA	2790	needs_human_review
NABIGU	2790	needs_human_review
XANUUNO	2790	needs_human_review
BANII	2789	needs_human_review
NOOLAHA	2789	needs_human_review
AWGOOD	2788	needs_human_review
FEYSAL	2788	needs_human_review
MUUQDAA	2788	needs_human_review
JEEBKA	2787	needs_human_review
RAGGU	2787	needs_human_review
AFJARAY	2786	needs_human_review
AHAATE	2786	needs_human_review
DHAGAXA	2786	needs_human_review
SHIBIS	2786	needs_human_review
KOLAYGA	2784	needs_human_review
NOOCIISA	2783	needs_human_review
AXDIGA	2782	needs_human_review
MILITARY	2782	needs_human_review
GAADHKA	2780	needs_human_review
ODAWAA	2777	needs_human_review
WALIGEED	2776	needs_human_review
GUDUBTAY	2775	needs_human_review
LOOLAN	2775	needs_human_review
WARKAASI	2775	needs_human_review
AYAYNA	2774	needs_human_review
HOREYSEY	2774	needs_human_review
ODAYGII	2774	needs_human_review
DEKADAHA	2771	needs_human_review
DIBU	2771	needs_human_review
LUUQADDA	2770	needs_human_review
MAWDUUCA	2770	needs_human_review
TEGIN	2770	needs_human_review
DOONAYN	2768	needs_human_review
JOE	2768	needs_human_review
DABAYSHA	2767	needs_human_review
XIKMAD	2766	needs_human_review
CAMP	2765	needs_human_review
SARREYSA	2765	needs_human_review
ARCHIVES	2764	needs_human_review
ARRINKAN	2764	needs_human_review
IIBISO	2762	needs_human_review
DARKA	2761	needs_human_review
DIIMAHA	2761	needs_human_review
ROOBABKA	2760	needs_human_review
CAABIN	2759	needs_human_review
SHIRAY	2759	needs_human_review
VISITS	2758	needs_human_review
JECLAYN	2757	needs_human_review
XUKUMI	2757	needs_human_review
MAJIRTO	2753	needs_human_review
XAGAAGII	2753	needs_human_review
NAYROOBI	2752	needs_human_review
JUBA	2750	needs_human_review
TAYYIP	2750	needs_human_review
YET	2745	needs_human_review
MOOGE	2743	needs_human_review
KHADIIJO	2741	needs_human_review
ALLOW	2740	needs_human_review
CIRO	2740	needs_human_review
ABWAANKA	2739	needs_human_review
TARTAMAY	2739	needs_human_review
BAXAA	2738	needs_human_review
FAHMIN	2737	needs_human_review
SOCIAL	2737	needs_human_review
ZENAWI	2737	needs_human_review
GUDBEEN	2735	needs_human_review
IYAGAA	2733	needs_human_review
MAGAALA	2731	needs_human_review
MUSIC	2731	needs_human_review
DAYAYA	2730	needs_human_review
DOORTEY	2730	needs_human_review
SHABAKAD	2729	needs_human_review
BOGGAGA	2728	needs_human_review
CAPE	2725	needs_human_review
DHAWAADA	2723	needs_human_review
DOOLOW	2723	needs_human_review
QASHIN	2723	needs_human_review
YAABAN	2723	needs_human_review
BUUXIYO	2721	needs_human_review
ERGADII	2721	needs_human_review
FADHIDA	2721	needs_human_review
GUBEEN	2721	needs_human_review
MAQAAMKA	2720	needs_human_review
TOWN	2720	needs_human_review
BEENIYEY	2719	needs_human_review
DIRAYA	2719	needs_human_review
URURKU	2718	needs_human_review
DAATAY	2717	needs_human_review
DEGEEN	2717	needs_human_review
GELINAYO	2716	needs_human_review
FIIRSAN	2714	needs_human_review
AHEED	2712	needs_human_review
DALLADA	2712	needs_human_review
CAGAHA	2709	needs_human_review
WUFUUD	2708	needs_human_review
TFG	2706	needs_human_review
XIREY	2706	needs_human_review
DHALMADA	2705	needs_human_review
QUSEEYA	2705	needs_human_review
JAWAABIN	2704	needs_human_review
QIIMA	2704	needs_human_review
AAWADEED	2697	needs_human_review
SERGIO	2697	needs_human_review
YEEDHO	2695	needs_human_review
SHAKIYAY	2693	needs_human_review
COSTA	2692	needs_human_review
KEENTAA	2692	needs_human_review
SHARIF	2690	needs_human_review
FARIINTA	2689	needs_human_review
AOL	2687	needs_human_review
ETHOPIA	2687	needs_human_review
JIRKAN	2685	needs_human_review
XITTAA	2685	needs_human_review
TOBANAAN	2684	needs_human_review
CIDKASTA	2683	needs_human_review
DAJIYAY	2683	needs_human_review
KASTO	2683	needs_human_review
KASOCDA	2682	needs_human_review
SEEXAN	2682	needs_human_review
DARBIGA	2681	needs_human_review
DHACEYSA	2681	needs_human_review
LACAGTAN	2681	needs_human_review
DHAXEYSO	2679	needs_human_review
WADNO	2679	needs_human_review
XIISA	2677	needs_human_review
WAAJIBKA	2676	needs_human_review
AXADII	2675	needs_human_review
FANAAN	2675	needs_human_review
TUSAY	2675	needs_human_review
BUUXIYEY	2673	needs_human_review
LTD	2673	needs_human_review
TIRIYEY	2673	needs_human_review
IMF	2671	needs_human_review
QAADANO	2671	needs_human_review
KIISKAN	2670	needs_human_review
LAFA	2670	needs_human_review
JAADKA	2669	needs_human_review
NABDOON	2669	needs_human_review
CENTER	2668	needs_human_review
HANAAN	2668	needs_human_review
IIBIYAY	2668	needs_human_review
QOREY	2667	needs_human_review
THOMAS	2667	needs_human_review
LEHNA	2666	needs_human_review
QAYBTAN	2666	needs_human_review
AYAABA	2664	needs_human_review
BEERKA	2663	needs_human_review
LIIDATA	2663	needs_human_review
FARXADA	2662	needs_human_review
ADIGAA	2659	needs_human_review
CUNISTA	2658	needs_human_review
GAYSAN	2655	needs_human_review
KULAYLKA	2655	needs_human_review
KORAYA	2654	needs_human_review
XAMAAS	2653	needs_human_review
QODOBKAN	2652	needs_human_review
HAZARD	2650	needs_human_review
SIINAYAY	2650	needs_human_review
MOHAMUD	2649	needs_human_review
DAMACA	2647	needs_human_review
QULQULKA	2646	needs_human_review
HORKEENO	2645	needs_human_review
COLAADO	2643	needs_human_review
GALAYAY	2643	needs_human_review
GEYSTA	2642	needs_human_review
XARIIRKA	2640	needs_human_review
XAFIISYO	2639	needs_human_review
TIGREEGA	2637	needs_human_review
RAGGAN	2634	needs_human_review
SHUBAY	2634	needs_human_review
WANAGSAN	2634	needs_human_review
CEELWAAQ	2633	needs_human_review
CUNAY	2633	needs_human_review
DHIGNO	2633	needs_human_review
WARAAQO	2632	needs_human_review
MAQALKA	2631	needs_human_review
AHU	2630	needs_human_review
DAYDAY	2630	needs_human_review
DHIGATAY	2629	needs_human_review
KEENAYO	2629	needs_human_review
ADKEEYO	2628	needs_human_review
AKHRIYO	2628	needs_human_review
DAWADA	2627	needs_human_review
KLOPP	2627	needs_human_review
QABYADA	2626	needs_human_review
TAABTAY	2625	needs_human_review
TUSO	2624	needs_human_review
DHALATA	2623	needs_human_review
NINKANI	2623	needs_human_review
SOCOTAAN	2622	needs_human_review
HELEY	2621	needs_human_review
DALKANI	2620	needs_human_review
WEYSAY	2620	needs_human_review
CAYIMAN	2619	needs_human_review
XIDH	2619	needs_human_review
DHAWAAQI	2618	needs_human_review
FOOMKA	2616	needs_human_review
WAYDIIYO	2614	needs_human_review
UAE	2613	needs_human_review
FARXAY	2612	needs_human_review
HANAN	2612	needs_human_review
XULKIISA	2612	needs_human_review
NOLOSHU	2611	needs_human_review
JENERAL	2610	needs_human_review
RASMIYA	2610	needs_human_review
GUURAAN	2609	needs_human_review
CADAW	2608	needs_human_review
DOODEEN	2608	needs_human_review
HADRAAWI	2608	needs_human_review
HORREYSA	2608	needs_human_review
URURKAN	2607	needs_human_review
GUDUBKA	2606	needs_human_review
DHOWRKII	2605	needs_human_review
DOONTID	2605	needs_human_review
OGTIHIIN	2605	needs_human_review
WEEYN	2605	needs_human_review
HABKII	2604	needs_human_review
MEELIHII	2603	needs_human_review
DHAAFNAY	2602	needs_human_review
GADIIDKA	2602	needs_human_review
PEP	2601	needs_human_review
JAWAABTU	2600	needs_human_review
LAKIN	2600	needs_human_review
LAGUUGU	2599	needs_human_review
QAADNO	2599	needs_human_review
GALIYEEN	2597	needs_human_review
GUDBISO	2597	needs_human_review
TAGAYA	2597	needs_human_review
ALLSSC	2596	needs_human_review
HEYSTAA	2595	needs_human_review
EEGA	2594	needs_human_review
OGYIHIIN	2594	needs_human_review
CELCELIS	2593	needs_human_review
ISMACIIL	2593	needs_human_review
SHILINKA	2593	needs_human_review
CAABUQA	2592	needs_human_review
DHACAYAA	2591	needs_human_review
DIEGO	2589	needs_human_review
HORU	2589	needs_human_review
XIDDIGAN	2589	needs_human_review
WALIGOOD	2588	needs_human_review
PLAYER	2587	needs_human_review
GUDAHEED	2586	needs_human_review
WAYDO	2586	needs_human_review
SABABTU	2585	needs_human_review
TIRIYAY	2585	needs_human_review
NIYADDA	2584	needs_human_review
TOWFIIQ	2584	needs_human_review
YAABAHA	2582	needs_human_review
DADKANI	2579	needs_human_review
WADATO	2579	needs_human_review
WADOOYIN	2578	needs_human_review
BAAHIYO	2577	needs_human_review
HADALNO	2577	needs_human_review
AAMIYAY	2575	needs_human_review
HUBKII	2575	needs_human_review
QARIXII	2575	needs_human_review
TURKISH	2575	needs_human_review
ILEEN	2574	needs_human_review
KHEYR	2574	needs_human_review
DAAYAAN	2572	needs_human_review
DHINTA	2572	needs_human_review
HABSATAY	2572	needs_human_review
HAYEENKA	2572	needs_human_review
QABSIGA	2572	needs_human_review
SHIRKANI	2572	needs_human_review
QADARIN	2571	needs_human_review
HAYSATAY	2570	needs_human_review
DABAGAL	2567	needs_human_review
XILKIISA	2567	needs_human_review
ARKAYEY	2565	needs_human_review
SHIRKADU	2564	needs_human_review
HAWSHII	2563	needs_human_review
GARISSA	2561	needs_human_review
HOUSE	2561	needs_human_review
KEENAA	2561	needs_human_review
YACQUUB	2561	needs_human_review
QAABIYAY	2559	needs_human_review
JIRNAA	2557	needs_human_review
QORAAGU	2556	needs_human_review
XIRFADDA	2556	needs_human_review
MASIIRKA	2555	needs_human_review
QAAS	2555	needs_human_review
MALAHAN	2554	needs_human_review
QAADNAY	2554	needs_human_review
BAABBI	2553	needs_human_review
GOOSATAY	2553	needs_human_review
SAARTA	2553	needs_human_review
ADDUUNKU	2552	needs_human_review
GEEDAHA	2552	needs_human_review
JOOGGA	2552	needs_human_review
BARBARO	2550	needs_human_review
YEMAN	2550	needs_human_review
GAYSTAAN	2548	needs_human_review
AMERICAN	2547	needs_human_review
AYUUN	2547	needs_human_review
LAFAHA	2547	needs_human_review
ANIGANA	2546	needs_human_review
FILAYEY	2546	needs_human_review
WAJIHI	2546	needs_human_review
CADDEEYO	2544	needs_human_review
JEELKA	2544	needs_human_review
UMAD	2544	needs_human_review
LIXDII	2543	needs_human_review
XUSNAY	2543	needs_human_review
IIDEYSAN	2542	needs_human_review
ORODKA	2542	needs_human_review
XUBNAHAN	2541	needs_human_review
DHAQAAQI	2539	needs_human_review
EGYAHAY	2539	needs_human_review
CAASHO	2537	needs_human_review
INBADAN	2537	needs_human_review
YAXYE	2537	needs_human_review
BEXEEN	2536	needs_human_review
XASUUSAN	2534	needs_human_review
XOOGAG	2534	needs_human_review
OHIO	2533	needs_human_review
CLIP	2531	needs_human_review
IIDAYSAN	2531	needs_human_review
UUGU	2531	needs_human_review
ARIMAHAN	2530	needs_human_review
KAADHKA	2530	needs_human_review
LAAYEEN	2530	needs_human_review
NAXAY	2530	needs_human_review
EEDEYMO	2529	needs_human_review
FAAFIYAY	2528	needs_human_review
NOOLA	2528	needs_human_review
BAAHNEYN	2527	needs_human_review
CAROODAY	2527	needs_human_review
KIRADA	2527	needs_human_review
RAJEEYAY	2526	needs_human_review
XALLIYO	2526	needs_human_review
HOREYSO	2525	needs_human_review
BUUBAA	2524	needs_human_review
DHACAA	2524	needs_human_review
GAROWGA	2523	needs_human_review
DARTED	2522	needs_human_review
ROONEY	2522	needs_human_review
AFRICOM	2521	needs_human_review
CUTUBYO	2521	needs_human_review
DHERERKA	2521	needs_human_review
WAXAABA	2521	needs_human_review
BAAXADA	2519	needs_human_review
XISBIYO	2518	needs_human_review
UULIYADA	2516	needs_human_review
DEDAALKA	2515	needs_human_review
JABISAY	2515	needs_human_review
TALAALKA	2515	needs_human_review
DOODAAN	2512	needs_human_review
KRATOM	2512	needs_human_review
EEGAYA	2511	needs_human_review
INAGOO	2511	needs_human_review
KAJIRA	2510	needs_human_review
ALEX	2509	needs_human_review
FIDIYO	2509	needs_human_review
URDUN	2506	needs_human_review
WARSHADA	2506	needs_human_review
DHAGA	2503	needs_human_review
GUULDARO	2502	needs_human_review
SIDEY	2501	needs_human_review
BILAWGA	2499	needs_human_review
ROAD	2499	needs_human_review
KUFSADAY	2497	needs_human_review
RABNO	2494	needs_human_review
XAALADU	2494	needs_human_review
CUSLAA	2492	needs_human_review
MUQTAAR	2491	needs_human_review
CAASHA	2490	needs_human_review
KUSIMAHA	2490	needs_human_review
HADDIISE	2489	needs_human_review
JABKA	2489	needs_human_review
BRIDGE	2488	needs_human_review
DAREENTO	2488	needs_human_review
FBI	2488	needs_human_review
CONGO	2487	needs_human_review
WAASE	2487	needs_human_review
BUUGA	2485	needs_human_review
RAACISAY	2485	needs_human_review
CAMUUD	2484	needs_human_review
DHOOBLEY	2484	needs_human_review
GAZA	2484	needs_human_review
IFKA	2484	needs_human_review
CABDALLE	2483	needs_human_review
HAWLIHII	2483	needs_human_review
QIIQA	2483	needs_human_review
BAXAYSO	2482	needs_human_review
DABAQA	2482	needs_human_review
DARIN	2482	needs_human_review
MAADADA	2482	needs_human_review
NALALKA	2482	needs_human_review
DOORATO	2481	needs_human_review
AAMINO	2480	needs_human_review
FURAAN	2478	needs_human_review
MIYAANAY	2474	needs_human_review
GUDDAHA	2471	needs_human_review
DHAXALKA	2470	needs_human_review
DIIDAAN	2470	needs_human_review
DOOLARKA	2470	needs_human_review
NORTH	2470	needs_human_review
JONG	2469	needs_human_review
ADEEGAAN	2468	needs_human_review
JIRKIISA	2465	needs_human_review
DHAXAYSO	2464	needs_human_review
SAID	2462	needs_human_review
SAMAYNAY	2459	needs_human_review
DADAALLO	2458	needs_human_review
ZIMBABWE	2458	needs_human_review
TALIBAN	2457	needs_human_review
WAXAYSE	2455	needs_human_review
WAYNAA	2453	needs_human_review
MADANIGA	2452	needs_human_review
USHEEGAY	2451	needs_human_review
EHELKA	2450	needs_human_review
XEERAR	2449	needs_human_review
ALLAA	2447	needs_human_review
WALOOW	2447	needs_human_review
QALMA	2446	needs_human_review
SAXEEXAY	2445	needs_human_review
DHAGAHA	2444	needs_human_review
UGAMA	2443	needs_human_review
BOKO	2439	needs_human_review
QAARKA	2439	needs_human_review
DIINTU	2437	needs_human_review
QADIYADA	2436	needs_human_review
AANADA	2435	needs_human_review
DAAWADO	2435	needs_human_review
DIBEDA	2435	needs_human_review
KILILKA	2435	needs_human_review
SUNDAY	2435	needs_human_review
AIR	2434	needs_human_review
JOOGEY	2434	needs_human_review
QAYBIYEY	2434	needs_human_review
WAANNU	2432	needs_human_review
DOOXA	2429	needs_human_review
FAAFA	2429	needs_human_review
ISKANA	2429	needs_human_review
PARK	2427	needs_human_review
JIHADA	2426	needs_human_review
AAGA	2425	needs_human_review
CAYNTE	2425	needs_human_review
MUJ	2425	needs_human_review
LUGHAYA	2424	needs_human_review
CULUUMTA	2422	needs_human_review
TALIYEY	2422	needs_human_review
SHARCIYO	2420	needs_human_review
CIIDMADA	2419	needs_human_review
DHABI	2419	needs_human_review
HAAMAHA	2419	needs_human_review
DAYIN	2417	needs_human_review
CODEEYAY	2414	needs_human_review
MAXMED	2414	needs_human_review
SHUKRI	2414	needs_human_review
LAW	2413	needs_human_review
DILKIISA	2412	needs_human_review
MIDI	2412	needs_human_review
SUCUUDI	2412	needs_human_review
BARYEY	2411	needs_human_review
AYNAN	2407	needs_human_review
HUBISO	2406	needs_human_review
NOU	2405	needs_human_review
DHULKAAS	2403	needs_human_review
FURSADDA	2402	needs_human_review
MARIA	2401	needs_human_review
DHAQMAY	2399	needs_human_review
USER	2399	needs_human_review
GAADHA	2397	needs_human_review
XIDHEEN	2397	needs_human_review
YAREYN	2397	needs_human_review
GOGOSHA	2396	needs_human_review
LABADDA	2396	needs_human_review
DIINSOOR	2394	needs_human_review
SIDATAN	2393	needs_human_review
HABLOOD	2392	needs_human_review
HALEELAY	2392	needs_human_review
XAAKIMKA	2391	needs_human_review
ARINKAAS	2390	needs_human_review
KAHADLAY	2389	needs_human_review
XOOLA	2389	needs_human_review
KISMAYO	2388	needs_human_review
GALISO	2387	needs_human_review
SUNA	2387	needs_human_review
PLEASE	2385	needs_human_review
SWAN	2385	needs_human_review
DALBAN	2382	needs_human_review
MADAW	2382	needs_human_review
XILLIGAA	2381	needs_human_review
BIIMAAL	2379	needs_human_review
SAFARADA	2379	needs_human_review
HAARUUN	2378	needs_human_review
MASRAXA	2378	needs_human_review
HAGO	2377	needs_human_review
SHE	2377	needs_human_review
SHAAKIR	2376	needs_human_review
TAAGI	2376	needs_human_review
FARMAJO	2373	needs_human_review
PETER	2373	needs_human_review
KAZOO	2372	needs_human_review
AFGARTAY	2371	needs_human_review
ASIA	2370	needs_human_review
FRIEND	2370	needs_human_review
DUULAYA	2369	needs_human_review
DHAQSAHA	2367	needs_human_review
GAAREYSO	2364	needs_human_review
MUSEVENI	2364	needs_human_review
GOBOLO	2361	needs_human_review
QOFKAAS	2359	needs_human_review
SEND	2359	needs_human_review
DALXA	2358	needs_human_review
DHIGTAA	2357	needs_human_review
DIBADAHA	2356	needs_human_review
DARAA	2355	needs_human_review
DUUSHAY	2355	needs_human_review
MIYAAN	2355	needs_human_review
ARDEY	2354	needs_human_review
DHOOLA	2353	needs_human_review
DHUFTEEN	2352	needs_human_review
QIYAASO	2350	needs_human_review
GAAJADA	2348	needs_human_review
SUGGIDA	2348	needs_human_review
CODEYNTA	2345	needs_human_review
DHISTAAN	2345	needs_human_review
BAXAYAA	2344	needs_human_review
GABAYGA	2344	needs_human_review
AYAANNU	2343	needs_human_review
BILAABIN	2343	needs_human_review
BUUXAAN	2343	needs_human_review
DARTII	2343	needs_human_review
BADIYEEN	2342	needs_human_review
CULUSOW	2342	needs_human_review
MUBAARAK	2342	needs_human_review
SLT	2342	needs_human_review
ISAGII	2341	needs_human_review
NAFEED	2341	needs_human_review
LEEG	2340	needs_human_review
MAXAASE	2340	needs_human_review
KAXDA	2339	needs_human_review
QABSI	2339	needs_human_review
DAAYA	2338	needs_human_review
QUNSULKA	2338	needs_human_review
FILAYN	2337	needs_human_review
ISBUUCII	2337	needs_human_review
XADO	2336	needs_human_review
MAAYAR	2335	needs_human_review
ADDRESS	2333	needs_human_review
INAANAN	2332	needs_human_review
AMIN	2331	needs_human_review
OGOLAYN	2331	needs_human_review
WAYNAHA	2331	needs_human_review
DAYAXA	2330	needs_human_review
KUJIRA	2330	needs_human_review
ARABIA	2329	needs_human_review
QEEXAYA	2328	needs_human_review
SOCONAYO	2326	needs_human_review
GABOOBAY	2325	needs_human_review
SHIINE	2325	needs_human_review
DOWNLOAD	2323	needs_human_review
GOBOLLKA	2323	needs_human_review
MAARMI	2323	needs_human_review
CUDURO	2322	needs_human_review
MAREYSO	2322	needs_human_review
NOT	2322	needs_human_review
INALA	2321	needs_human_review
DURBABA	2320	needs_human_review
NAFAQADA	2320	needs_human_review
HALKEE	2319	needs_human_review
WADDAMO	2319	needs_human_review
BUKHAARI	2318	needs_human_review
HAREEYAY	2318	needs_human_review
AANTU	2315	needs_human_review
DANEEYA	2314	needs_human_review
AYAAMAHA	2313	needs_human_review
JOOGTAA	2312	needs_human_review
XIRFADO	2312	needs_human_review
WESTGATE	2311	needs_human_review
GUUSHU	2310	needs_human_review
GAYSATAY	2309	needs_human_review
MAAMUSHA	2309	needs_human_review
TAALAA	2309	needs_human_review
DAAWADAY	2308	needs_human_review
ISKUMA	2308	needs_human_review
KULIYADA	2308	needs_human_review
TUKADAY	2308	needs_human_review
HORUDHAC	2307	needs_human_review
TAANA	2307	needs_human_review
GALAA	2306	needs_human_review
SAMATA	2306	needs_human_review
CAGO	2305	needs_human_review
ISKAA	2305	needs_human_review
RARAY	2305	needs_human_review
FAHANKA	2304	needs_human_review
KASTAABA	2304	needs_human_review
HURAY	2303	needs_human_review
AGO	2302	needs_human_review
AABAHEED	2301	needs_human_review
CUKUSE	2301	needs_human_review
DAMBIGA	2297	needs_human_review
NOQOTA	2296	needs_human_review
BOOQDAAN	2295	needs_human_review
XEERKII	2292	needs_human_review
HEERAR	2291	needs_human_review
MALI	2291	needs_human_review
BADNA	2290	needs_human_review
BARA	2290	needs_human_review
DABOOLI	2289	needs_human_review
SAARNO	2289	needs_human_review
WADANKAN	2289	needs_human_review
YARO	2288	needs_human_review
CIDLA	2287	needs_human_review
KIINYA	2287	needs_human_review
DHEGO	2286	needs_human_review
TAABTO	2286	needs_human_review
TAHAYNA	2283	needs_human_review
TOOSA	2283	needs_human_review
AUN	2282	needs_human_review
DHACEY	2282	needs_human_review
GALNO	2282	needs_human_review
FURAYO	2281	needs_human_review
GEORGE	2281	needs_human_review
SOCONO	2281	needs_human_review
CAREYSAN	2280	needs_human_review
KERRY	2280	needs_human_review
WELIGOOD	2279	needs_human_review
WEYDO	2279	needs_human_review
XUMIDA	2279	needs_human_review
CADEEYO	2278	needs_human_review
LEAVE	2278	needs_human_review
QOFKAASI	2278	needs_human_review
IDINKUGU	2276	needs_human_review
SUGAYEY	2274	needs_human_review
FURSADA	2273	needs_human_review
XAWAADLE	2273	needs_human_review
XDS	2271	needs_human_review
CAANOOD	2270	needs_human_review
IYAGOON	2268	needs_human_review
NOLOSHII	2268	needs_human_review
XARUNTAN	2268	needs_human_review
HAKIYAY	2266	needs_human_review
HORTOODA	2266	needs_human_review
FORUM	2265	needs_human_review
AGTIISA	2264	needs_human_review
HORTAGAY	2264	needs_human_review
NOW	2263	needs_human_review
HUTEELKA	2262	needs_human_review
QABANAY	2262	needs_human_review
DOOXADA	2261	needs_human_review
IMAGE	2260	needs_human_review
MONACO	2260	needs_human_review
WILL	2260	needs_human_review
EBOLA	2259	needs_human_review
HAATANA	2259	needs_human_review
DAGAAN	2255	needs_human_review
IDLAADAY	2255	needs_human_review
HIRGALAY	2254	needs_human_review
FIDINTA	2253	needs_human_review
OGAADA	2252	needs_human_review
BADASHAY	2251	needs_human_review
IMAANAYO	2251	needs_human_review
FOGAYN	2249	needs_human_review
LAYSKA	2249	needs_human_review
MUCAARID	2248	needs_human_review
GARANEYN	2246	needs_human_review
MADAMA	2246	needs_human_review
WADAAGGA	2246	needs_human_review
AASHU	2245	needs_human_review
BIRAHA	2245	needs_human_review
TIRINTA	2245	needs_human_review
ISULA	2244	needs_human_review
BEING	2242	needs_human_review
FULINAYO	2242	needs_human_review
MUUDEY	2242	needs_human_review
DIWAAN	2240	needs_human_review
WALIGAA	2240	needs_human_review
OOGU	2239	needs_human_review
DIINEED	2236	needs_human_review
HALKANI	2236	needs_human_review
CLICK	2235	needs_human_review
QORAYO	2235	needs_human_review
TIRADII	2235	needs_human_review
FLASH	2234	needs_human_review
ADKEYNTA	2233	needs_human_review
ISMAIL	2233	needs_human_review
CODKIISA	2230	needs_human_review
ELMAN	2230	needs_human_review
DHIIBEEN	2229	needs_human_review
SHAQADU	2229	needs_human_review
IILA	2227	needs_human_review
MOHAMMED	2227	needs_human_review
ARAGGA	2226	needs_human_review
DANBAYSA	2226	needs_human_review
KUSO	2226	needs_human_review
OGADEN	2226	needs_human_review
SIERRA	2226	needs_human_review
INJINEER	2225	needs_human_review
FIIQAY	2224	needs_human_review
KKK	2224	needs_human_review
BLANCOS	2222	needs_human_review
DHAWAQA	2222	needs_human_review
JANAALE	2222	needs_human_review
LEONE	2222	needs_human_review
XAWLI	2222	needs_human_review
AMMAANKU	2221	needs_human_review
BEDESHAY	2221	needs_human_review
DAMBEEYO	2220	needs_human_review
MICNAHA	2220	needs_human_review
YEESHA	2219	needs_human_review
AKHRINTA	2218	needs_human_review
DAWLADO	2218	needs_human_review
RIDADA	2218	needs_human_review
DOONEYN	2217	needs_human_review
FAYRASKA	2217	needs_human_review
MIRA	2217	needs_human_review
MIYUU	2217	needs_human_review
ADKAYNTA	2215	needs_human_review
AWALBA	2215	needs_human_review
DHIGEYSA	2215	needs_human_review
MARIYEEN	2215	needs_human_review
SABABEEN	2215	needs_human_review
FARIIMO	2214	needs_human_review
INTAADAN	2214	needs_human_review
RUUXII	2214	needs_human_review
YIMAADDA	2213	needs_human_review
CEL	2211	needs_human_review
LAGAAGA	2210	needs_human_review
NAASKA	2210	needs_human_review
AHAYEEN	2209	needs_human_review
BOOQDEEN	2208	needs_human_review
JUXA	2207	needs_human_review
CUMAAN	2206	needs_human_review
OGAATAA	2204	needs_human_review
DHOWAA	2202	needs_human_review
HAGUE	2200	needs_human_review
KULANAY	2200	needs_human_review
QALIIN	2200	needs_human_review
IIBIYAAN	2199	needs_human_review
AQAAN	2198	needs_human_review
MADAXDU	2198	needs_human_review
TUBTA	2198	needs_human_review
XIDHI	2198	needs_human_review
LATEST	2196	needs_human_review
DOLLARKA	2195	needs_human_review
MAHA	2195	needs_human_review
SBC	2194	needs_human_review
CENTRAL	2193	needs_human_review
SHABEELE	2193	needs_human_review
DILKAN	2192	needs_human_review
SERIE	2189	needs_human_review
IYADO	2188	needs_human_review
TAHEY	2188	needs_human_review
HINDI	2187	needs_human_review
HAWLGALO	2186	needs_human_review
ISBAARO	2186	needs_human_review
DOODAHA	2185	needs_human_review
FULIYA	2185	needs_human_review
MIDHAHA	2185	needs_human_review
QABANAYA	2185	needs_human_review
BASKA	2183	needs_human_review
BLOG	2183	needs_human_review
SUGAHA	2183	needs_human_review
SIINO	2181	needs_human_review
DUMAY	2177	needs_human_review
MAXAAS	2177	needs_human_review
SIDE	2177	needs_human_review
GEBA	2176	needs_human_review
MABAADI	2176	needs_human_review
MAQASHAY	2176	needs_human_review
COLOMBIA	2175	needs_human_review
WEL	2175	needs_human_review
JARAAID	2174	needs_human_review
ROBLE	2173	needs_human_review
AMAAHDA	2172	needs_human_review
FILAAYO	2172	needs_human_review
KUWAASO	2172	needs_human_review
WATAA	2171	needs_human_review
AANKAASI	2170	needs_human_review
BEEGNAYD	2170	needs_human_review
TALINTA	2170	needs_human_review
FIRST	2169	needs_human_review
SOMTEL	2169	needs_human_review
SHILALKA	2168	needs_human_review
SOCOTEY	2168	needs_human_review
MUDDA	2167	needs_human_review
AQBALEEN	2166	needs_human_review
DIISA	2166	needs_human_review
GOBOLLO	2166	needs_human_review
XIDIGAAN	2164	needs_human_review
DIGREETO	2163	needs_human_review
MAAH	2163	needs_human_review
WAAYI	2163	needs_human_review
KUWASOO	2162	needs_human_review
TAYEYNTA	2162	needs_human_review
HELAAYO	2161	needs_human_review
IIBIYA	2161	needs_human_review
NAPOLI	2161	needs_human_review
HADLAYSA	2160	needs_human_review
IMIKANA	2159	needs_human_review
JAREEN	2159	needs_human_review
SAACADDA	2159	needs_human_review
COOKIES	2158	needs_human_review
QARXIYEY	2158	needs_human_review
DILKAASI	2156	needs_human_review
EMIRATES	2156	needs_human_review
HADHIN	2155	needs_human_review
DHAHAR	2154	needs_human_review
DHAQTAR	2154	needs_human_review
GEEYEEN	2153	needs_human_review
ARAGTAAN	2152	needs_human_review
JORDAN	2152	needs_human_review
ADOBE	2151	needs_human_review
SAMEYNAY	2150	needs_human_review
WAJAHAYA	2150	needs_human_review
SAMEYNO	2149	needs_human_review
IIBSATAY	2148	needs_human_review
KALIFTAY	2148	needs_human_review
DHIGATO	2147	needs_human_review
SAUDI	2147	needs_human_review
CAAMIR	2146	needs_human_review
CLUB	2146	needs_human_review
YAABA	2146	needs_human_review
UDIIN	2145	needs_human_review
DHIGATA	2141	needs_human_review
DHEGA	2140	needs_human_review
BALAD	2139	needs_human_review
UKALA	2137	needs_human_review
ARKAYO	2135	needs_human_review
BOORIYEY	2135	needs_human_review
TALISKII	2133	needs_human_review
RAMOS	2132	needs_human_review
